term,POS,sentiment
evermore,adv,0
every,adj,0
everybody,n,0
everyday,adj,0
everyone,n,0
everything,n,0
everywhere,adv,0
evict,v,-2
eviction,n,-2
evidence,v,0
evident,adj,0
evidently,adv,0
evil,adj,-3
evildoer,n,-2
evilly,adv,-2
evince,v,0
eviscerate,adj,-1
eviscerate,v,-1
evocation,n,0
evocative,adj,1
evoke,v,0
evolution,n,0
evolutionary,adj,0
evolve,v,0
ewe,n,0
ewer,n,0
ex,adj,0
ex.,n,0
exacerbate,v,-1
exacerbation,n,-1
exact,adj,0
exact,v,0
exacting,adj,0
exactitude,n,0
exactly,adv,0
exactness,n,0
exaggerate,v,-1
exaggeration,n,-1
exalt,v,2
exaltation,n,3
exam,n,0
examination,n,0
examine,v,0
examiner,n,0
example,n,0
exasperate,v,-1
exasperating,adj,-2
exasperation,n,-1
excavate,v,0
excavation,n,0
excavator,n,0
exceed,v,0
exceedingly,adv,0
excel,v,2
excellence,n,3
excellent,adj,3
excellently,adv,3
except,v,0
excepting,prep,0
exception,n,0
exceptional,adj,3
exceptionally,adv,3
excerpt,v,0
excess,adj,-1
excessive,adj,-2
excessively,adv,-2
exchange,v,0
exchangeable,adj,0
excise,v,0
excision,n,0
excitability,n,0
excitable,adj,1
excite,v,1
excited,adj,1
excitedly,adv,1
excitement,n,1
exciting,adj,2
exclaim,v,0
exclamation,n,0
exclamatory,adj,0
exclude,v,0
excluding,prep,0
exclusion,n,-1
exclusive,adj,3
exclusively,adv,0
exclusiveness,n,0
exclusivity,n,0
excommunicate,v,-2
excommunication,n,-1
excrement,n,0
excrescence,n,0
excreta,n,0
excrete,v,0
excretion,n,0
excretory,adj,0
excruciating,adj,-3
excruciatingly,adv,-3
excursion,n,0
excusable,adj,0
excuse,v,-1
execrable,adj,-3
execute,v,0
execution,n,0
executioner,n,-2
executive,adj,0
executor,n,0
exemplary,adj,2
exemplification,n,0
exemplify,v,0
exempt,adj,0
exempt,v,0
exemption,n,0
exercise,v,0
exert,v,0
exertion,n,0
exhalation,n,0
exhale,v,0
exhaust,v,-1
exhausted,adj,-1
exhausting,adj,-1
exhaustion,n,-1
exhaustive,adj,0
exhaustively,adv,0
exhibit,v,0
exhibition,n,0
exhibitionism,n,-1
exhibitionist,n,-1
exhibitor,n,0
exhilarate,v,2
exhilarating,adj,2
exhilaration,n,2
exhort,v,0
exhortation,n,0
exhumation,n,0
exhume,v,0
exigency,n,0
exigent,adj,0
exile,v,-2
exist,v,0
existence,n,0
existent,adj,0
existential,adj,0
existentialism,n,0
existentialist,adj,0
exit,v,0
exodus,n,0
exonerate,v,1
exoneration,n,2
exorbitance,n,-1
exorbitant,adj,-2
exorbitantly,adv,-2
exorcise,v,0
exorcism,n,-2
exorcist,n,0
exorcize,v,0
exotic,adj,1
exotically,adv,0
expand,v,0
expandable,adj,0
expanse,n,0
expansion,n,0
expansive,adj,1
expansively,adv,0
expansiveness,n,0
expatriate,v,0
expatriation,n,0
expect,v,0
expectancy,n,0
expectant,adj,0
expectantly,adv,0
expectation,n,0
expectorate,v,0
expedience,n,0
expediency,n,0
expedient,adj,1
expediently,adv,-1
expedite,v,0
expediter,n,0
expedition,n,0
expeditionary,adj,0
expeditious,adj,1
expeditiously,adv,1
expel,v,-2
expend,v,0
expendable,adj,-2
expenditure,n,0
expense,v,0
expenses,n,0
expensive,adj,-1
expensively,adv,-2
experience,v,0
experienced,adj,2
experiment,v,0
experimental,adj,0
experimentally,adv,0
experimentation,n,0
experimenter,n,0
expert,adj,3
expertise,n,1
expertly,adv,2
expertness,n,2
expiate,v,-1
expiation,n,0
expiration,n,-1
expire,v,-1
explain,v,0
explanation,n,0
explanatory,adj,0
expletive,n,-2
explicable,adj,0
explicate,v,0
explication,n,0
explicit,adj,0
explicitly,adv,0
explicitness,n,0
explode,v,-1
exploit,v,0
exploitation,n,-2
exploitative,adj,-2
exploration,n,0
exploratory,adj,0
explore,v,0
explorer,n,0
explosion,n,-1
explosive,adj,-1
explosively,adv,0
explosiveness,n,-1
expo,n,0
exponent,n,0
exponential,adj,0
export,v,0
exportation,n,0
exporter,n,0
expose,v,-1
exposition,n,0
expository,adj,0
expostulate,v,0
exposure,n,0
expound,v,0
express,adj,1
express,adv,0
express,v,0
expression,n,0
expressionism,n,0
expressionist,adj,0
expressionless,adj,-1
expressive,adj,1
expressively,adv,1
expressiveness,n,0
expressly,adv,0
expressway,n,0
expropriate,v,-1
expropriation,n,0
expulsion,n,-2
expunge,v,-2
expurgate,v,-2
expurgation,n,0
exquisite,adj,3
exquisitely,adv,3
extant,adj,0
extemporaneous,adj,0
extemporaneously,adv,0
extempore,adj,0
extempore,adv,0
extemporize,v,0
extend,v,0
extension,n,0
extensive,adj,1
extensively,adv,1
extent,n,0
extenuate,v,0
extenuation,n,0
exterior,adj,0
exterminate,v,-1
extermination,n,-2
exterminator,n,-1
external,adj,0
externally,adv,0
extinct,adj,-2
extinction,n,0
extinguish,v,0
extinguisher,n,0
extol,v,1
extort,v,-2
extortion,n,-2
extortionate,adj,-2
extortionist,n,-2
extra,adj,0
extra,adv,0
extract,v,0
extraction,n,0
extracurricular,adj,0
extradite,v,0
extradition,n,0
extramarital,adj,-2
extraneous,adj,-1
extraordinarily,adv,3
extraordinary,adj,3
extrapolate,v,0
extrapolation,n,0
extrasensory,adj,0
extraterrestrial,adj,0
extravagance,n,0
extravagant,adj,-1
extravagantly,adv,-2
extravaganza,n,0
extreme,adj,-1
extremely,adv,0
extremism,n,-1
extremist,adj,-2
extremity,n,0
extricate,v,0
extrication,n,0
extrinsic,adj,0
extrinsically,adv,0
extroversion,n,0
extrovert,adj,0
extroverted,adj,0
extrude,v,0
extrusion,n,0
exuberance,n,2
exuberant,adj,2
exuberantly,adv,2
exude,v,0
exult,v,2
exultant,adj,2
exultantly,adv,2
exultation,n,2
eye,v,0
eyeball,v,0
eyebrow,n,0
eye-catching,adj,1
eyeful,n,0
eyeglass,n,0
eyeglasses,n,0
eyelash,n,0
eyelet,n,0
eyelid,n,0
eyeliner,n,0
eyepiece,n,0
eyesight,n,0
eyesore,n,-2
eyestrain,n,-1
eyeteeth,n,0
eyetooth,n,0
eyewitness,v,0
eyrie,n,0
f,n,0
f.,n,0
fa,n,0
fable,n,0
fabled,adj,1
fabric,n,0
fabricate,v,-1
fabrication,n,-1
fabulous,adj,2
fabulously,adv,2
facade,n,0
face,v,0
faceless,adj,-1
face-lift,v,0
face-saving,adj,1
facet,n,0
facetious,adj,-1
facetiously,adv,-1
facetiousness,n,0
facial,adj,0
facile,adj,-1
facilitate,v,1
facilitation,n,0
facility,n,0
facing,n,0
facsimile,v,0
fact,n,0
faction,n,0
factional,n,0
factionalism,n,0
factitious,adj,-1
factor,v,0
factory,n,0
factotum,n,0
factual,adj,0
factually,adv,0
faculty,n,0
fad,n,0
faddish,adj,-1
fade,v,0
fag,v,-1
faggot,v,0
fagot,v,0
fahrenheit,adj,0
fail,v,-2
failing,adj,-2
fail-safe,adj,0
failure,n,-2
faint,adj,-1
faint,v,-2
fainthearted,adj,-1
faintly,adv,0
faintness,n,0
fair,adj,2
fair,adv,2
fair,v,0
fairground,n,0
fairly,adv,2
fairness,n,1
fairway,n,0
fairy,n,0
fairyland,n,0
faith,n,2
faithful,adj,2
faithfully,adv,2
faithfulness,n,2
faithless,adj,-2
faithlessly,adv,-2
faithlessness,n,-2
fake,adj,-2
fake,v,-1
faker,n,-2
fakir,n,0
falcon,v,0
falconer,n,0
falconry,n,0
fall,v,-2
fallacious,adj,-2
fallaciously,adv,-1
fallacy,n,-1
fallen,adj,-1
fallibility,n,0
fallible,adj,-1
fallibly,adv,-1
fallout,n,-1
fallow,adj,0
falsehood,n,-2
falsely,adv,-2
falseness,n,0
falsetto,adj,0
falsification,n,-2
falsify,v,-2
falsity,n,-1
falter,v,-1
falteringly,adv,-1
fame,n,1
famed,adj,2
familial,adj,0
familiar,adj,1
familiarity,n,0
familiarize,v,0
familiarly,adv,0
family,n,0
famine,n,-2
famish,v,0
famished,adj,-1
famous,adj,2
famously,adv,2
fan,v,0
fanatic,adj,-2
fanatical,adj,-2
fanatically,adv,-2
fanaticism,n,0
fancier,n,0
fanciful,adj,-1
fancifully,adv,-1
fancily,adv,0
fancy,adj,1
fancy,v,0
fancy-free,adj,0
fanfare,n,0
fang,n,0
fanny,n,0
fantasize,v,0
fantastic,adj,2
fantastically,adv,2
fantasy,v,0
far,adj,0
far,adv,0
faraway,adj,0
farce,v,-1
farcical,adj,-2
fare,v,0
farewell,n,0
far-flung,adj,0
farina,n,0
farm,v,0
farmer,n,0
farmhand,n,0
farmhouse,n,0
farming,adj,0
farmyard,n,0
far-off,adj,0
far-out,adj,0
farsighted,adj,2
farsightedness,n,0
fart,v,0
farther,adj,0
farther,adv,0
farthest,adj,0
farthest,adv,0
farthing,n,0
fascinate,v,1
fascinating,adj,2
fascination,n,0
fascism,n,-2
fascist,adj,-2
fashion,v,0
fashionable,adj,2
fashionably,adv,2
fast,adj,1
fast,adv,2
fast,v,0
fasten,v,0
fastener,n,0
fastening,n,0
fastidious,adj,-1
fastidiously,adv,-1
fastidiousness,n,-1
fastness,n,0
fat,adj,-2
fat,v,0
fatal,adj,-2
fatalism,n,-1
fatalist,adj,-1
fatalistic,adj,-1
fatality,n,-2
fatally,adv,-2
fate,v,0
fated,adj,0
fateful,adj,-1
fatefully,adv,-1
father,v,0
fatherhood,n,0
fatherland,n,0
fatherless,adj,-1
fatherly,adj,2
fathom,v,0
fathomless,adj,0
fatigue,v,-1
fatigues,n,0
fatness,n,-1
fatten,v,0
fattening,adj,-1
fatty,adj,-1
fatuous,adj,-1
fatuously,adv,-1
faucet,n,0
fault,v,-1
faultfinding,adj,-2
faultily,adv,-2
faultiness,n,-2
faultless,adj,2
faultlessly,adv,2
faulty,adj,-2
faun,n,0
fauna,n,0
favor,v,1
favor,n,2
favorable,adj,1
favorably,adv,1
favorite,adj,2
favoritism,n,-1
favour,n,2
fawn,v,0
fax,v,0
faze,v,-1
fealty,n,0
fear,v,-2
fearful,adj,-2
fearfully,adv,-2
fearfulness,n,-2
fearless,adj,2
fearlessly,adv,2
fearlessness,n,2
fearsome,adj,-1
feasibility,n,0
feasible,adj,2
feasibly,adv,1
feast,v,1
feat,n,2
feather,v,0
featherbedding,n,0
feathered,adj,0
featherweight,n,0
feathery,adj,0
feature,v,0
features,n,0
febrile,adj,-1
fecal,adj,-1
feces,n,-1
feckless,adj,-1
fecund,adj,1
fecundity,n,0
fed,n,0
fed.,n,0
federal,adj,0
federalism,n,0
federalist,n,0
federally,adv,0
federate,adj,0
federate,v,0
federation,n,0
fee,v,0
feeble,adj,-1
feebleness,n,-1
feebly,adv,-2
feed,v,0
feedback,n,0
feeder,n,0
feel,v,0
feeler,n,0
feeling,n,0
feelingly,adv,1
feelings,n,0
feet,n,0
feign,v,-1
feint,n,-1
feisty,adj,0
feldspar,n,0
felicitous,adj,1
felicity,n,2
feline,adj,0
fell,adj,-2
fell,v,-2
fellatio,n,0
fellow,n,0
fellowship,n,0
felon,n,-2
felonious,adj,-2
felony,n,-2
felt,v,0
fem.,n,0
female,adj,0
feminine,adj,0
femininity,n,0
feminism,n,0
feminist,adj,0
femoral,adj,0
femur,n,0
fen,n,0
fence,v,0
fencer,n,0
fencing,n,0
fend,v,0
fender,n,0
fennel,n,0
feral,adj,-1
ferment,v,0
fermentation,n,0
fern,n,0
ferocious,adj,-2
ferociously,adv,-1
ferocity,n,-1
ferret,v,0
ferric,adj,0
ferrous,adj,0
ferrule,n,0
ferry,v,0
ferryboat,n,0
fertile,adj,1
fertility,n,0
fertilization,n,0
fertilize,v,0
fertilizer,n,0
fervent,adj,1
fervently,adv,1
fervid,adj,1
fervidly,adv,1
fervor,n,2
festal,adj,1
fester,v,-1
festival,n,0
festive,adj,1
festively,adv,2
festivities,n,2
festivity,n,2
festoon,v,0
feta,n,0
fetal,adj,0
fetch,v,0
fetching,adj,1
fetchingly,adv,1
fete,v,1
fetid,adj,-2
fetish,n,-1
fetishism,n,-1
fetishist,n,-1
fetlock,n,0
fetter,v,-1
fettle,v,0
fetus,n,0
feud,v,-2
feudal,adj,0
feudalism,n,0
fever,n,-2
feverish,adj,-1
feverishly,adv,0
few,adj,0
fey,adj,0
fez,n,0
fiance,n,0
fiancee,n,0
fiasco,n,-2
fiat,n,0
fib,v,-1
fibber,n,-1
fiber,n,0
fiberboard,n,0
fiberglass,n,0
fiber-optic,adj,0
fibre,n,0
fibrous,adj,0
fibula,n,0
fibulae,n,0
fiche,n,0
fickle,adj,-1
fickleness,n,-1
fiction,n,0
fictional,adj,0
fictionalize,v,0
fictitious,adj,-1
fiddle,v,0
fiddler,n,0
fiddlesticks,n,0
fidelity,n,2
fidget,v,-1
fidgety,adj,-1
fiduciary,adj,0
fie,n,0
fief,n,0
field,v,0
fielder,n,0
field-test,v,0
fiend,n,-2
fiendish,adj,-2
fiendishly,adv,-2
fierce,adj,-1
fiercely,adv,-1
fierceness,n,-1
fieriness,n,0
fiery,adj,0
fiesta,n,1
fife,n,0
fifteen,adj,0
fifteenth,adj,0
fifth,adj,0
fiftieth,adj,0
fifty,adj,0
fifty-fifty,adj,0
fig,n,0
fig.,n,0
fight,v,0
fighter,n,1
figment,n,0
figurative,adj,0
figuratively,adv,0
figure,v,0
figurehead,n,0
figurine,n,0
filament,n,0
filbert,n,0
filch,v,-2
file,v,0
filet,v,0
filial,adj,2
filibuster,v,-1
filigree,n,0
filing,n,0
filipino,adj,0
fill,v,0
filler,n,0
fillet,v,0
filling,n,0
fillip,n,0
filly,n,0
film,v,0
filmstrip,n,0
filmy,adj,0
filter,v,0
filth,n,-2
filthiness,n,-2
filthy,adj,-2
filtrate,v,0
filtration,n,0
fin,v,0
finagle,v,-2
finagler,n,-1
final,adj,0
finale,n,0
finalist,n,0
finality,n,0
finalize,v,0
finally,adv,0
finance,v,0
finances,n,0
financial,adj,0
financially,adv,0
financier,v,0
financing,n,0
finch,n,0
find,v,0
finder,n,0
finding,n,0
fine,adj,2
fine,adv,1
fine,v,0
finely,adv,1
fineness,n,2
finery,n,0
finesse,n,2
finger,v,0
fingering,n,0
fingernail,n,0
fingerprint,v,0
fingertip,n,0
finicky,adj,-1
finis,n,0
finish,v,0
finite,adj,0
fink,v,-2
finnish,adj,0
fiord,n,0
fir,n,0
fire,v,-1
firearm,n,0
fireball,n,0
firebomb,v,-2
firebrand,n,0
firebreak,n,0
firecracker,n,0
firefight,n,0
firefighter,n,0
firefly,n,0
firehouse,n,0
fireman,n,0
fireplace,n,0
fireplug,n,0
firepower,n,0
fireproof,adj,2
fireproof,v,1
fireside,n,0
firetrap,n,0
firewater,n,0
firewood,n,0
fireworks,n,0
firm,adj,1
firm,adv,1
firm,v,0
firmament,n,0
firmly,adv,1
firmness,n,0
first,adj,1
first,adv,0
firstborn,adj,0
first-class,adj,3
firsthand,adj,0
firsthand,adv,0
firstly,adv,0
first-rate,adj,2
first-rate,adv,3
first-string,adj,1
firth,n,0
fiscal,adj,0
fiscally,adv,0
fish,v,0
fishbowl,n,0
fisherman,n,0
fishery,n,0
fishhook,n,0
fishing,n,0
fishnet,n,0
fishy,adj,-1
fission,n,0
fissure,v,0
fist,n,-1
fistful,n,0
fisticuffs,n,-1
fit,adj,2
fit,v,0
fitful,adj,-1
fitfully,adv,-1
fitness,n,0
fitting,adj,1
fittingly,adv,2
five,adj,0
fix,v,0
fixate,v,0
fixation,n,-1
fixative,n,0
fixed,adj,0
fixedly,adv,0
fixer,n,0
fixings,n,0
fixity,n,0
fixture,n,0
fizz,v,0
fizzle,v,-1
fjord,n,0
fl.,n,0
flab,n,-1
flabbergast,v,-2
flabbiness,n,-1
flabby,adj,-1
flaccid,adj,-1
flag,v,0
flagella,n,0
flagellate,adj,-1
flagellate,v,-1
flagellation,n,0
flagellum,n,0
flagon,n,0
flagpole,n,0
flagrant,adj,-2
flagrantly,adv,-2
flagship,n,0
flagstaff,n,0
flagstone,n,0
flail,v,-1
flair,n,2
flak,n,-1
flake,v,-1
flakiness,n,-1
flaky,adj,-1
flambe,v,0
flamboyance,n,0
flamboyant,adj,0
flamboyantly,adv,0
flame,v,0
flamenco,n,0
flamethrower,n,0
flaming,adj,0
flamingo,n,0
flammability,n,0
flammable,adj,0
flange,n,0
flank,v,0
flannel,n,0
flap,v,0
flapjack,n,0
flapper,n,0
flare,v,-1
flash,adj,0
flash,v,0
flashback,n,0
flashbulb,n,0
flasher,n,-1
flashing,n,0
flashlight,n,0
flashy,adj,-1
flask,n,0
flat,adj,0
flat,adv,0
flatbed,n,0
flatboat,n,0
flatcar,n,0
flatfish,n,0
flatfoot,n,-1
flatfooted,adj,-1
flatiron,n,0
flatly,adv,0
flatness,n,-1
flatten,v,0
flatter,v,-1
flatterer,n,0
flattering,adj,1
flatteringly,adv,0
flattery,n,-1
flattop,n,0
flatulence,n,-1
flatulent,adj,-1
flatware,n,0
flaunt,v,-1
flautist,n,0
flavor,v,0
flavorful,adj,2
flavoring,n,0
flavorless,adj,-1
flavour,n,0
flaw,v,-2
flawless,adj,3
flawlessly,adv,3
flax,n,0
flaxen,adj,0
flay,v,-1
flea,n,0
fleck,v,0
fled,v,0
fledgling,adj,0
flee,v,-1
fleece,v,-1
fleecy,adj,0
fleet,adj,0
fleet,v,0
fleeting,adj,0
fleetingly,adv,0
fleetness,n,0
flemish,adj,0
flesh,v,0
fleshly,adj,-1
fleshy,adj,0
flew,v,0
flex,v,0
flexibility,n,1
flexible,adj,1
flextime,n,0
flick,v,0
flicker,v,0
flier,n,0
flight,v,0
flightiness,n,-1
flightless,adj,0
flighty,adj,-1
flimsily,adv,-1
flimsiness,n,-1
flimsy,adj,-1
flinch,v,-1
fling,v,0
flint,adj,0
flintlock,n,0
flinty,adj,0
flip,adj,0
flip,v,0
flip-flop,v,-1
flippancy,n,-1
flippant,adj,-1
flippantly,adv,-1
flipper,n,0
flirt,v,0
flirtation,n,-1
flirtatious,adj,0
flirtatiously,adv,0
flit,v,0
float,v,0
floater,n,0
flock,v,0
floe,n,0
flog,v,-2
flood,v,-1
floodgate,n,0
floodlight,v,0
floodlit,adj,0
floor,v,0
floorboard,n,0
flooring,n,0
floozy,n,-1
flop,adv,-2
flop,v,-1
flophouse,n,-1
floppy,adj,0
flora,n,0
floral,adj,0
florid,adj,0
florin,n,0
florist,n,0
floss,v,0
flotation,n,0
flotilla,n,0
flotsam,n,0
flounce,v,-1
flounder,v,-1
flour,v,0
flourish,v,1
floury,adj,0
flout,v,-1
flow,v,0
flower,v,0
flowerbed,n,0
flowered,adj,0
floweriness,n,0
flowerpot,n,0
flowery,adj,0
flown,v,0
flu,n,-1
flub,v,-1
fluctuate,v,0
fluctuation,n,0
flue,n,0
fluency,n,2
fluent,adj,1
fluently,adv,2
fluff,v,-1
fluffiness,n,0
fluffy,adj,0
fluid,adj,1
fluidity,n,0
fluidly,adv,0
fluke,n,-1
fluky,adj,-1
flung,v,0
flunk,v,-2
flunkey,n,-1
flunky,n,-1
fluorescence,n,0
fluorescent,adj,0
fluoridate,v,0
fluoridation,n,0
fluoride,n,0
fluorine,n,0
fluorocarbon,n,0
flurry,n,0
flush,adj,0
flush,adv,0
flush,v,0
fluster,v,-1
flute,v,0
fluting,n,0
flutist,n,0
flutter,v,0
fluttery,adj,0
flux,v,0
fly,adj,0
fly,v,0
flyby,n,0
fly-by-night,adj,-2
flyer,n,0
flying,adj,0
flyleaf,n,0
flypaper,n,0
flyspeck,adj,0
flyswatter,n,0
flyweight,n,0
flywheel,n,0
foal,v,0
foam,v,0
foamy,adj,0
fob,v,-1
focal,adj,0
foci,n,0
focus,v,0
fodder,v,0
foe,n,-2
foetus,n,0
fog,v,0
fogey,n,-1
fogginess,n,0
foggy,adj,0
foghorn,n,0
fogy,n,0
foible,n,0
foil,v,0
foist,v,-1
fold,v,0
foldaway,adj,0
folder,n,0
foliage,n,0
folio,n,0
folk,n,0
folklore,n,0
folks,n,0
folksy,adj,1
follicle,n,0
follow,v,0
follower,n,0
following,adj,0
folly,n,-2
foment,v,-2
fond,adj,1
fondle,v,0
fondly,adv,2
fondness,n,1
fondue,n,0
font,n,0
food,n,0
foodstuff,n,0
fool,v,-2
foolery,n,-1
foolhardiness,n,-2
foolhardy,adj,-1
foolish,adj,-2
foolishly,adv,-2
foolishness,n,-2
foolproof,adj,2
foolproof,v,1
foolscap,n,0
foot,v,0
footage,n,0
football,n,0
footbridge,n,0
footfall,n,0
foothill,n,0
foothold,n,0
footing,n,0
footlights,n,0
footlocker,n,0
footloose,adj,0
footman,n,0
footnote,v,0
footpath,n,0
footprint,n,0
footrest,n,0
footsore,adj,-1
footstep,n,0
footstool,n,0
footwear,n,0
footwork,n,0
fop,n,0
foppish,adj,-1
for,prep,0
forage,v,0
forager,n,0
foray,v,0
forbad,v,0
forbade,v,-2
forbear,v,0
forbearance,n,0
forbid,v,-1
forbidden,adj,-2
forbidding,adj,-2
forbore,n,0
forborne,n,0
force,v,-1
forced,adj,-2
force-feed,v,-1
forceful,adj,0
forcefully,adv,0
forcefulness,n,0
forceps,n,0
forcible,adj,0
forcibly,adv,-1
ford,v,0
fore,adj,0
fore,adv,0
fore-and-aft,adj,0
forearm,v,0
forebear,n,0
forebode,v,0
foreboding,adj,-1
forecast,v,0
forecaster,n,0
forecastle,n,0
foreclose,v,-1
foreclosure,n,0
forefather,n,0
forefeet,n,0
forefinger,n,0
forefoot,n,0
forefront,n,0
forego,v,-1
foregoing,adj,0
foregone,adj,0
foreground,v,0
forehand,adj,0
forehead,n,0
foreign,adj,0
foreigner,n,0
foreknowledge,n,0
foreleg,n,0
forelock,n,0
foreman,n,0
foremast,n,0
foremost,adj,2
foremost,adv,1
forenoon,n,0
forensic,adj,0
foreplay,n,0
forerunner,n,0
foresaw,v,0
foresee,v,0
foreseeable,adj,0
foreseen,v,0
foreshadow,v,0
foreshorten,v,0
foresight,n,1
foreskin,n,0
forest,v,0
forestall,v,0
forester,n,0
forestry,n,0
foretaste,n,0
foretell,v,0
forethought,n,0
foretold,v,0
forever,adv,1
forevermore,adv,0
forewarn,v,0
forewent,v,0
forewoman,n,0
foreword,n,0
forfeit,adj,-1
forfeit,v,-1
forfeiture,n,-2
forgave,v,2
forge,v,0
forger,n,-2
forgery,n,-2
forget,v,0
forgetful,adj,-1
forgetfully,adv,-2
forgetfulness,n,-1
forgettable,adj,-1
forgivable,adj,1
forgive,v,2
forgiven,v,2
forgiveness,n,2
forgiving,adj,2
forgo,v,-1
forgone,n,0
forgot,v,-1
forgotten,adj,-1
fork,v,0
forked,adj,0
forklift,n,0
forlorn,adj,-1
forlornly,adv,-1
form,v,0
formal,adj,0
formaldehyde,n,0
formalism,n,0
formality,n,0
formalize,v,0
formally,adv,0
format,v,0
formation,n,0
formative,adj,0
former,adj,0
formerly,adv,0
formidable,adj,1
formidably,adv,2
formless,adj,0
formlessness,n,0
formula,n,0
formulae,n,0
formulate,v,0
formulation,n,0
fornicate,v,-2
fornication,n,-2
forsake,v,-1
forsaken,v,-2
forsook,v,-2
forsooth,adv,0
forswear,v,-1
forswore,n,0
forsworn,n,0
forsythia,n,0
fort,v,0
forte,adj,1
forte,adv,0
forth,adv,0
forthcoming,adj,1
forthright,adj,1
forthright,adv,1
forthwith,adv,0
fortieth,adj,0
fortification,n,1
fortify,v,1
fortissimo,adj,0
fortissimo,adv,0
fortitude,n,2
fortnight,n,0
fortnightly,adj,0
fortnightly,adv,0
fortress,n,1
fortuitous,adj,2
fortuitously,adv,2
fortunate,adj,2
fortunately,adv,2
fortune,n,2
forty,adj,0
forum,n,0
forward,adj,1
forward,adv,0
forward,v,0
forwardness,n,-1
forwards,adv,0
forwent,n,0
fossil,adj,0
fossilization,n,0
fossilize,v,0
foster,adj,0
foster,v,1
fought,v,0
foul,adj,-2
foul,v,-2
foully,adv,-2
foulness,n,-2
found,adj,0
found,v,0
foundation,n,0
founder,v,0
foundling,n,0
foundry,n,0
fount,n,0
fountain,n,0
fountainhead,n,0
four,adj,0
fourscore,adj,0
foursome,n,0
foursquare,adj,0
foursquare,adv,0
fourteen,adj,0
fourteenth,adj,0
fourth,adj,0
fourth,adv,0
fowl,v,0
fox,v,-1
foxglove,n,0
foxhole,n,0
foxhound,n,0
foxtrot,v,0
foxy,adj,-1
foyer,n,0
fr.,n,0
fracas,n,-2
fraction,v,0
fractional,adj,0
fractionally,adv,0
fractious,adj,-1
fracture,v,-1
fragile,adj,-1
fragility,n,-1
fragment,v,-1
fragmentary,adj,-1
fragmentation,n,0
fragrance,n,0
fragrant,adj,1
fragrantly,adv,2
frail,adj,-1
frailty,n,-1
frame,v,0
framework,n,0
franc,n,0
franchise,v,0
franchisee,n,0
franchiser,n,0
frank,adj,1
frank,v,0
frankfurter,n,0
frankincense,n,0
frankly,adv,0
frankness,n,0
frantic,adj,-1
frantically,adv,-1
frappe,n,0
fraternal,adj,0
fraternally,adv,0
fraternity,n,0
fraternization,n,0
fraternize,v,0
fratricide,n,-2
fraud,n,-2
fraudulence,n,-2
fraudulent,adj,-2
fraudulently,adv,-2
fraught,adj,-2
fray,v,0
frazzle,v,-1
freak,v,-1
freakish,adj,-2
freaky,adj,-2
freckle,v,0
free,adj,2
free,adv,2
free,v,1
freebee,n,0
freebie,n,1
freebooter,n,0
freedman,n,0
freedom,n,2
freehand,adj,0
